distance_4,distance_7,4WEE(cd1(E1)),4WEE(cd2(E1)),4WEE(ca2(E1)),4Max(cd1(E1)),4Max(cd2(E1)),4Max(ca2(E1)),4Min(cd1(E1)),4Min(cd2(E1)),4Min(ca2(E1)),4Avg(cd1(E1)),4Avg(cd2(E1)),4Avg(ca2(E1)),4WEE(cd1(E2)),4WEE(cd2(E2)),4WEE(ca2(E2)),4Max(cd1(E2)),4Max(cd2(E2)),4Max(ca2(E2)),4Min(cd1(E2)),4Min(cd2(E2)),4Min(ca2(E2)),4Avg(cd1(E2)),4Avg(cd2(E2)),4Avg(ca2(E2)),4WEE(cd1(E3)),4WEE(cd2(E3)),4WEE(ca2(E3)),4Max(cd1(E3)),4Max(cd2(E3)),4Max(ca2(E3)),4Min(cd1(E3)),4Min(cd2(E3)),4Min(ca2(E3)),4Avg(cd1(E3)),4Avg(cd2(E3)),4Avg(ca2(E3)),7WEE(cd1(E1)),7WEE(cd2(E1)),7WEE(ca2(E1)),7Max(cd1(E1)),7Max(cd2(E1)),7Max(ca2(E1)),7Min(cd1(E1)),7Min(cd2(E1)),7Min(ca2(E1)),7Avg(cd1(E1)),7Avg(cd2(E1)),7Avg(ca2(E1)),7WEE(cd1(E2)),7WEE(cd2(E2)),7WEE(ca2(E2)),7Max(cd1(E2)),7Max(cd2(E2)),7Max(ca2(E2)),7Min(cd1(E2)),7Min(cd2(E2)),7Min(ca2(E2)),7Avg(cd1(E2)),7Avg(cd2(E2)),7Avg(ca2(E2)),7WEE(cd1(E3)),7WEE(cd2(E3)),7WEE(ca2(E3)),7Max(cd1(E3)),7Max(cd2(E3)),7Max(ca2(E3)),7Min(cd1(E3)),7Min(cd2(E3)),7Min(ca2(E3)),7Avg(cd1(E3)),7Avg(cd2(E3)),7Avg(ca2(E3)),type,phase
1000,19000,0.000375486,0.00096222,0.998662295,57.44547121981523,59.41572540002315,94.24184824381202,-23.6986038,-44.38357687,-96.33948921,2.919635988805655e-05,-0.00011759,2.3767564745459837,0.000272001,0.000712255,0.9990157446287931,43.92544336258928,65.70443364,103.5784713,-26.76564378,-44.97353442,-97.46805509,-8.39E-05,-0.000612122,0.057912197176012876,0.00036581,0.000978396,0.9986557937827774,57.221770252469014,59.14556972413635,94.23983741152801,-24.73374393,-46.10801158,-96.33181338,5.989565484933796e-06,4.821550186567397e-05,-2.33154402,0.000359069,0.000957205,0.9986837260111014,23.716110551234298,46.6664489,94.3903687,-56.53799991,-61.61492515,-95.16583707,-8.60E-05,-0.000117674,2.1217355711700505,0.000245416,0.000669398,0.9990851867024809,21.31888531095704,43.426126768135504,97.71747688674802,-28.28526672,-53.08132485,-90.60027948,6.0141150221991577e-05,0.000455681,0.4045598554948365,0.000311555,0.000796948,0.9988914968416834,24.737838072764948,43.22289381560856,94.40260318909301,-57.54180195,-59.71404516,-95.15480492,-2.44E-05,9.588049032786845e-05,-2.605050289,L,2
100,19900,0.000752666,0.001886252,0.9973610826676417,27.42395649419077,37.64973104949361,94.20390703434703,-29.47573427,-44.75475872,-94.72953784,-3.55E-05,-0.000265228,2.354682782150521,0.000658757,0.001322179,0.9980190634441235,58.27865247285864,45.36924802806651,103.85689903607751,-46.12430603,-61.54655873,-95.13335227,9.159291204463487e-05,-0.000250983,0.017339309,0.000704876,0.001897466,0.9973976581001684,30.168905695395072,39.70113707,94.21088877,-26.88460221,-41.68014049,-94.72291023,3.0240438636095255e-06,-0.000276719,-2.351745778,0.000751205,0.002078701,0.9971700941016706,22.990251898112795,41.56436341706163,94.42719733167401,-24.80711268,-41.2239847,-94.6929021,3.139413954323373e-05,0.00031182,2.1360505743296176,0.000684228,0.001694347,0.9976214245525029,24.329118501916497,41.26330240317026,96.76416868321252,-25.88201181,-39.02465554,-54.07756574,-5.90E-05,0.000141088,0.44512418791663133,0.000494043,0.001457113,0.9980488436169813,20.48164476957434,38.172437330903854,94.43956305731051,-21.62368568,-33.75412644,-94.6836785,-1.71E-05,0.000468317,-2.588333181,L,2
1025,18975,0.000211792,0.000682039,0.9991061687078211,25.633375784996126,43.33530648,91.75775239993101,-18.09986603,-34.19158788,-94.30947653,-3.24E-05,4.764697756709923e-05,2.3580882536270136,0.000162509,0.000503746,0.9993337444698551,26.36489085053902,38.03379066886136,97.63444333633701,-26.13544666,-46.48997438,-94.74741319,-0.000100538,-0.000361119,0.01969967,0.000211873,0.000662485,0.999125642,28.113363076611538,42.828670365586106,91.78132076,-19.78925439,-38.59943965,-94.30181666,1.7207235910394159e-06,-5.20E-05,-2.349007992,0.000214908,0.000682679,0.9991024124613888,18.949621196865095,44.128286713249906,92.60332546850552,-19.84591686,-48.64761054,-93.77169139,1.5472471571597462e-05,0.000133363,2.135113895772833,0.000142826,0.000482043,0.9993751315485886,17.347818057264547,41.08650587567795,94.92884543462802,-19.92546236,-36.52797067,-87.05651694,1.6030563045678326e-05,8.889589885749098e-05,0.4385188776025798,0.000167519,0.000539655,0.9992928262678517,20.438378602850328,36.31309039,92.73936209260151,-19.62471077,-40.81679799,-93.76069693,1.9041094935357027e-05,0.000187823,-2.59015608,L,2
1050,18950,0.000234823,0.000735133,0.9990300447229978,23.58320285635277,45.778916074077905,92.10480625,-16.40580258,-37.6885817,-94.41098233,-4.81E-05,-0.000172159,2.3588757510981364,0.000184449,0.000474543,0.9993410073073409,37.99929864529022,41.20021229206216,97.92646041303101,-21.29014886,-40.76223896,-94.88804941,2.4757703099037647e-05,-0.00018577,0.021308876648236934,0.000222503,0.000700456,0.9990770405676883,23.338679798563163,43.34546140275461,92.12881658,-21.17154087,-38.40212825,-94.40334675,-5.02E-05,-0.000109367,-2.348288749,0.000220596,0.000676545,0.9991028581549022,19.598832523410756,42.66283642011196,92.97912876374002,-21.45847699,-39.81657024,-93.84141107,3.2351338138025518e-06,5.750728304983442e-05,2.1346258762565196,0.000160971,0.000471525,0.9993675036800217,16.953879265945897,38.84189626796846,95.06816806915101,-19.84810639,-37.21441567,-87.37157254,-2.45E-05,5.7828560304101086e-05,0.4370588264761713,0.000177133,0.000562213,0.9992606537839194,16.538738942576963,34.47777505770101,93.10560508671252,-21.76898676,-37.07280202,-93.83043776,2.9274865044624216e-06,4.661176495956888e-05,-2.590720905,L,2
1075,18925,0.000117385,0.000391478,0.9994911368566416,18.057105171548898,35.99498002709115,87.98315838863151,-10.74720336,-26.02212306,-93.45826254,2.5561512691788043e-05,3.8872298609594655e-05,2.353804567,8.517763214419517e-05,0.000219982,0.9996948405077593,17.25498522085708,29.22514242,95.25490698022853,-24.17949871,-20.13675614,-93.66820588,-1.89E-05,0.00011083,0.010869648714742799,0.000107542,0.000339681,0.9995527768187751,18.388457022038946,36.11943532276355,87.98486853992001,-13.76694749,-24.9957323,-93.40193328,1.7757878795460335e-05,6.442807775033141e-05,-2.352854258,0.00010682,0.000358303,0.9995348774112576,16.849521979031287,28.62187994,88.72221146744701,-13.38069937,-29.09162619,-91.2719913,2.971593229557333e-05,-3.61E-05,2.1376239703288236,7.880770497348162e-05,0.00023141,0.9996897827037725,15.386380249325041,26.746358262721856,93.81414813771151,-14.73622147,-30.60109631,-84.47576837,-2.76E-06,-0.000128468,0.44571957450546046,9.418372541685692e-05,0.000294832,0.999610985,15.601581281044052,26.296345179122603,88.93678198586751,-13.36045732,-36.36271243,-91.17370317,2.5899713637692882e-05,-0.000120053,-2.587099942,L,2
1100,18900,0.000322773,0.000933492,0.9987437350950354,34.693563478154516,61.99457814791401,94.24028542885202,-24.57897787,-43.08518956,-96.33933831,-2.76E-06,0.000123544,2.3786301472602456,0.000278493,0.000840605,0.9988809012766556,51.85613462576647,85.50977569773401,103.54290142769702,-30.38582108,-44.43792533,-97.4517445,-2.36E-05,-0.000103748,0.061114581,0.000327868,0.00095941,0.9987127214988523,31.650872396693874,57.31991554,94.23843982201251,-25.30346098,-47.71115343,-96.33166162,-2.76E-05,0.000108408,-2.329940853,0.000318579,0.000935701,0.9987457199809854,24.354472453365123,47.615035238943754,94.37537651,-30.51428866,-60.08611042,-95.16589334,1.6320529365013592e-05,-0.000287992,2.1207485165166817,0.000239629,0.000687294,0.999073077,21.890201524266658,36.98934656,97.71762803,-27.68511934,-67.23745711,-91.17967943,5.145486719117954e-05,6.382208131697908e-05,0.4011649304296234,0.000273776,0.000781361,0.9989448630485956,25.328162065221935,42.72134193643006,94.39122746,-32.2074306,-57.38545204,-95.15485977,4.1722769889694685e-05,-0.00010102,-2.606390432,L,2
1125,18875,0.000222741,0.000656693,0.9991205660449771,24.75804579,44.38206921177886,91.75257805100252,-18.38554761,-33.03394383,-94.30942975,3.0074869724068504e-05,0.000146469,2.358421856393212,0.000148497,0.00055659,0.9992949129698226,20.138533162123792,74.41093376,97.61693458561751,-25.71424817,-40.95374232,-94.74333547,-0.000103935,1.7925378569468005e-05,0.020463159756867574,0.000212511,0.000647518,0.9991399706415001,27.212526240222864,41.854855579345305,91.77710521305202,-19.5767566,-36.75507106,-94.30174444,2.050494448776317e-05,7.260942147061258e-05,-2.348754375,0.000203612,0.000656505,0.9991398827627076,19.12389823,45.806329860424505,92.54121216150352,-23.02061746,-36.5410478,-93.77170707,1.4509056196334925e-06,-1.34E-05,2.135040703287742,0.000139417,0.000486608,0.9993739752472152,16.261909023263748,38.42146680986721,94.92890148,-19.99110679,-36.32780238,-87.45957542,4.614363276881423e-06,-3.22E-05,0.4376443543963744,0.000169857,0.000530611,0.9992995318696951,17.83183763247423,32.50112297599695,92.65970836,-20.44850651,-34.95609178,-93.7607114,8.03076616403329e-06,3.722905139480591e-05,-2.590324996,L,2
1150,18850,0.000220113,0.000751048,0.9990288390796548,24.554134916198656,48.62343636040391,92.09957717952753,-18.98667048,-37.37593092,-94.41090891,-1.14E-05,-5.12E-05,2.3593045177056555,0.000194412,0.000544637,0.9992609510727504,44.31603124169793,54.96697706319001,97.90828090145301,-21.75100414,-42.6119037,-94.88531934,5.2406239021286324e-05,7.79984809492382e-05,0.022171525,0.000219434,0.000724195,0.9990563703830202,27.385332104484075,46.04333559070576,92.12481560212552,-21.43083301,-39.70576951,-94.40327413,-1.08E-05,-2.46E-05,-2.347970918,0.000217748,0.000676339,0.9991059138735873,20.175051740254624,42.338540339823005,92.89696287768501,-21.51756923,-39.99328227,-93.84143975,-2.75E-05,2.678775333609756e-05,2.134537225857163,0.00015549,0.000477553,0.9993669566885373,19.949164563016343,34.76525571880801,95.06823243065901,-21.11571004,-37.11015651,-87.77505477,-3.35E-05,0.000102923,0.43612284350409225,0.00017077,0.00058301,0.999246219,18.166624464132546,33.988440548872006,93.008172,-21.90324672,-46.31382098,-93.83046548,-1.32E-05,0.000113693,-2.590932027,L,2
1175,18825,0.000121336,0.000407598,0.9994710657349472,16.580579279738846,38.02764181,87.96164957306351,-12.59841413,-24.63048041,-93.45801822,1.9630411184103927e-05,1.7387672792308923e-05,2.353883826005609,8.026078435047088e-05,0.000214722,0.9997050168247519,17.587180872181605,29.304189624825206,95.24491409536103,-23.40484071,-18.16837232,-93.65293017,-3.27E-05,0.000120303,0.011028030013140528,0.000106331,0.000345347,0.999548322,16.955341653246535,37.990692313943654,87.96360040261001,-12.58463305,-24.72348467,-93.40169003,2.2862074714110403e-05,9.529363329325116e-05,-2.352811064,0.000111159,0.000364631,0.9995242104746096,16.579383640577984,25.37796715,89.11132078987401,-18.7231496,-35.8659657,-91.2722069,-1.58E-05,-0.000118228,2.137694885,8.017768451269578e-05,0.000239946,0.9996798761059043,11.768706187180133,27.269766458958152,93.81419006362202,-16.65279493,-30.77748609,-85.0064229,-3.84E-05,-0.000160626,0.44549466213653466,9.418451991966073e-05,0.000298162,0.999607653,17.06108500732055,27.113669350007903,89.23183758484652,-18.21445552,-37.27497068,-91.1739092,6.622567940416422e-06,-0.000167089,-2.587081896,L,2
1200,18800,0.000298899,0.000847218,0.998853883,38.764803859599844,65.80506572745801,94.23790206313402,-23.64992401,-42.8513684,-96.33919207,-7.93E-05,1.667569697922538e-05,2.3803308012664135,0.000311833,0.000801372,0.9988867945204065,54.064174224769545,56.78096029115251,103.50726912617353,-50.04138716,-60.55175699,-97.42904109,1.5743863058804967e-05,-0.000445942,0.064002807,0.000306651,0.00089171,0.9988016390876402,36.552549736223945,63.42544918,94.23714054930252,-25.8020224,-47.62098916,-96.33151527,-6.23E-05,0.000100061,-2.328522096,0.000296028,0.000841052,0.9988629201652116,24.416575223937997,48.93166629,94.34676455625802,-28.60505293,-57.62016256,-95.16595953,2.985583065432118e-05,-0.000128799,2.1199003445081903,0.000224606,0.000653656,0.9991217379363355,21.72075256629246,43.443040890422154,97.71779370716052,-27.04527305,-63.30157433,-91.76688048,2.7104835764482303e-05,0.000135363,0.3980768710592986,0.000261516,0.000706166,0.9990323180435221,25.37147664775897,41.888919503510756,94.37013906091101,-34.19230242,-61.78217954,-95.15492329,2.2627005205855707e-05,2.7614358176270056e-05,-2.607559027,L,2
