phase,distance_node_4,distance_node_7,Time_4_1,Time_4_2,Time_4_3,Time_7_1,Time_7_2,Time_7_3
1,2700,17300,0.0100082,0.0100082,0.0100082,0.01005245,0.010052475,0.010052475
1,2750,17250,0.01000835,0.01000835,0.01000835,0.0100523,0.010052325,0.010052325
1,2800,17200,0.0100085,0.010008525,0.010008525,0.010052175,0.0100522,0.0100522
1,2850,17150,0.01000865,0.01000865,0.01000865,0.010052,0.010052025,0.010052025
1,2900,17100,0.0100088,0.0100088,0.0100088,0.01005185,0.01005185,0.01005185
1,2950,17050,0.01000895,0.01000895,0.01000895,0.0100517,0.0100517,0.0100517
1,3000,17000,0.010009125,0.010009125,0.010009125,0.01005155,0.01005155,0.01005155
1,300,19700,0.010000925,0.010000925,0.010000925,0.01005975,0.010059775,0.010059775
1,3050,16950,0.010009275,0.010009275,0.010009275,0.010051425,0.01005145,0.01005145
1,3100,16900,0.010009425,0.010009425,0.010009425,0.01005125,0.01005125,0.01005125
1,3150,16850,0.010009575,0.010009575,0.010009575,0.0100511,0.0100511,0.0100511
1,3200,16800,0.010009725,0.010009725,0.010009725,0.01005095,0.01005095,0.01005095
1,3250,16750,0.010009875,0.010009875,0.010009875,0.0100508,0.0100508,0.0100508
1,3300,16700,0.010010025,0.010010025,0.010010025,0.010050675,0.0100507,0.0100507
1,3350,16650,0.010010175,0.010010175,0.010010175,0.0100505,0.0100505,0.0100505
1,3400,16600,0.010010325,0.010010325,0.010010325,0.01005035,0.01005035,0.01005035
1,3450,16550,0.010010475,0.010010475,0.010010475,0.0100502,0.0100502,0.0100502
1,3500,16500,0.010010625,0.010010625,0.010010625,0.010050025,0.01005005,0.01005005
1,350,19650,0.010001075,0.010001075,0.010001075,0.0100596,0.0100596,0.0100596
1,3550,16450,0.010010775,0.0100108,0.0100108,0.0100499,0.010049925,0.010049925
1,3600,16400,0.010010925,0.010010925,0.010010925,0.010049725,0.01004975,0.01004975
1,3650,16350,0.010011075,0.010011075,0.010011075,0.010049575,0.010049575,0.010049575
1,3700,16300,0.010011225,0.010011225,0.010011225,0.010049425,0.01004945,0.01004945
1,3750,16250,0.010011375,0.0100114,0.0100114,0.010049275,0.010049275,0.010049275
1,3800,16200,0.01001155,0.01001155,0.01001155,0.01004915,0.010049175,0.010049175
1,3850,16150,0.0100117,0.0100117,0.0100117,0.010048975,0.010048975,0.010048975
1,3900,16100,0.01001185,0.01001185,0.01001185,0.010048825,0.010048825,0.010048825
1,3950,16050,0.010012,0.010012,0.010012,0.010048675,0.010048675,0.010048675
1,4000,16000,0.01001215,0.01001215,0.01001215,0.010048525,0.010048525,0.010048525
1,400,19600,0.010001225,0.010001225,0.010001225,0.010059425,0.01005945,0.01005945
1,4050,15950,0.0100123,0.0100123,0.0100123,0.0100484,0.010048425,0.010048425
1,4100,15900,0.01001245,0.01001245,0.01001245,0.010048225,0.010048225,0.010048225
1,4150,15850,0.0100126,0.0100126,0.0100126,0.010048075,0.010048075,0.010048075
1,4200,15800,0.01001275,0.01001275,0.01001275,0.010047925,0.010047925,0.010047925
1,4250,15750,0.0100129,0.0100129,0.0100129,0.01004775,0.010047775,0.010047775
1,4300,15700,0.01001305,0.010013075,0.010013075,0.010047625,0.01004765,0.01004765
1,4350,15650,0.0100132,0.0100132,0.0100132,0.01004745,0.010047475,0.010047475
1,4400,15600,0.01001335,0.01001335,0.01001335,0.0100473,0.0100473,0.0100473
1,4450,15550,0.0100135,0.0100135,0.0100135,0.01004715,0.010047175,0.010047175
1,4500,15500,0.01001365,0.010013675,0.010013675,0.010047,0.010047,0.010047
1,450,19550,0.010001375,0.010001375,0.010001375,0.010059275,0.0100593,0.0100593
1,4550,15450,0.010013825,0.010013825,0.010013825,0.010046875,0.0100469,0.0100469
1,4600,15400,0.010013975,0.010013975,0.010013975,0.0100467,0.0100467,0.0100467
1,4650,15350,0.010014125,0.010014125,0.010014125,0.01004655,0.01004655,0.01004655
1,4700,15300,0.010014275,0.010014275,0.010014275,0.0100464,0.0100464,0.0100464
1,4750,15250,0.010014425,0.010014425,0.010014425,0.01004625,0.01004625,0.01004625
1,4800,15200,0.010014575,0.010014575,0.010014575,0.010046125,0.01004615,0.01004615
1,4850,15150,0.010014725,0.010014725,0.010014725,0.01004595,0.01004595,0.01004595
1,4900,15100,0.010014875,0.010014875,0.010014875,0.0100458,0.0100458,0.0100458
1,4950,15050,0.010015025,0.010015025,0.010015025,0.01004565,0.01004565,0.01004565
1,5000,15000,0.010015175,0.010015175,0.010015175,0.010045475,0.0100455,0.0100455
1,500,19500,0.010001525,0.010001525,0.010001525,0.010059125,0.01005915,0.01005915
1,5050,14950,0.010015325,0.01001535,0.01001535,0.01004535,0.010045375,0.010045375
1,50,19950,0.010000175,0.010000175,0.010000175,0.0100605,0.010060525,0.010060525
1,5100,14900,0.010015475,0.010015475,0.010015475,0.010045175,0.0100452,0.0100452
1,5150,14850,0.010015625,0.010015625,0.010015625,0.010045025,0.010045025,0.010045025
1,5200,14800,0.010015775,0.010015775,0.010015775,0.010044875,0.0100449,0.0100449
1,5250,14750,0.010015925,0.01001595,0.01001595,0.010044725,0.010044725,0.010044725
1,5300,14700,0.0100161,0.0100161,0.0100161,0.0100446,0.010044625,0.010044625
1,5350,14650,0.01001625,0.01001625,0.01001625,0.010044425,0.010044425,0.010044425
1,5400,14600,0.0100164,0.0100164,0.0100164,0.010044275,0.010044275,0.010044275
1,5450,14550,0.01001655,0.01001655,0.01001655,0.010044125,0.01004415,0.01004415
1,5500,14500,0.0100167,0.0100167,0.0100167,0.010043975,0.010044,0.010044
1,550,19450,0.010001675,0.0100017,0.0100017,0.010059,0.010059025,0.010059025
1,5550,14450,0.01001685,0.01001685,0.01001685,0.010043825,0.01004385,0.01004385
1,5600,14400,0.010017,0.010017,0.010017,0.010043675,0.010043675,0.010043675
1,5650,14350,0.01001715,0.01001715,0.01001715,0.010043525,0.01004355,0.01004355
1,5700,14300,0.0100173,0.0100173,0.0100173,0.010043375,0.010043375,0.010043375
1,5750,14250,0.01001745,0.01001745,0.01001745,0.0100432,0.010043225,0.010043225
1,5800,14200,0.0100176,0.0100176,0.0100176,0.01004305,0.010043075,0.010043075
1,5850,14150,0.01001775,0.01001775,0.01001775,0.0100429,0.010042925,0.010042925
1,5900,14100,0.010017925,0.010017925,0.010017925,0.010042775,0.0100428,0.0100428
1,5950,14050,0.01001805,0.01001805,0.01001805,0.0100426,0.010042625,0.010042625
1,6000,14000,0.0100182,0.0100182,0.0100182,0.01004245,0.01004245,0.01004245
1,600,19400,0.010001825,0.010001825,0.010001825,0.010058825,0.01005885,0.01005885
1,6050,13950,0.010018375,0.010018375,0.010018375,0.0100423,0.0100423,0.0100423
1,6100,13900,0.010018525,0.010018525,0.010018525,0.01004215,0.01004215,0.01004215
1,6150,13850,0.010018675,0.010018675,0.010018675,0.010042025,0.01004205,0.01004205
1,6200,13800,0.010018825,0.010018825,0.010018825,0.01004185,0.01004185,0.01004185
1,6250,13750,0.010018975,0.010018975,0.010018975,0.0100417,0.0100417,0.0100417
1,6300,13700,0.010019125,0.010019125,0.010019125,0.01004155,0.01004155,0.01004155
1,6350,13650,0.010019275,0.010019275,0.010019275,0.0100414,0.0100414,0.0100414
1,6400,13600,0.010019425,0.010019425,0.010019425,0.010041275,0.010041275,0.010041275
1,6450,13550,0.010019575,0.010019575,0.010019575,0.0100411,0.0100411,0.0100411
1,6500,13500,0.010019725,0.010019725,0.010019725,0.010040925,0.01004095,0.01004095
1,650,19350,0.010001975,0.010001975,0.010001975,0.010058675,0.010058675,0.010058675
1,6550,13450,0.010019875,0.010019875,0.010019875,0.010040775,0.0100408,0.0100408
1,6600,13400,0.010020025,0.010020025,0.010020025,0.010040625,0.01004065,0.01004065
1,6650,13350,0.0100202,0.0100202,0.0100202,0.0100405,0.010040525,0.010040525
1,6700,13300,0.010020325,0.010020325,0.010020325,0.010040325,0.01004035,0.01004035
1,6750,13250,0.010020475,0.010020475,0.010020475,0.010040175,0.010040175,0.010040175
1,6800,13200,0.01002065,0.01002065,0.01002065,0.010040025,0.010040025,0.010040025
1,6850,13150,0.0100208,0.0100208,0.0100208,0.010039875,0.010039875,0.010039875
1,6900,13100,0.01002095,0.01002095,0.01002095,0.01003975,0.010039775,0.010039775
1,6950,13050,0.0100211,0.0100211,0.0100211,0.010039575,0.010039575,0.010039575
1,7000,13000,0.01002125,0.01002125,0.01002125,0.010039425,0.010039425,0.010039425
1,700,19300,0.010002125,0.010002125,0.010002125,0.010058525,0.010058525,0.010058525
1,7050,12950,0.0100214,0.0100214,0.0100214,0.010039275,0.010039275,0.010039275
1,7100,12900,0.01002155,0.01002155,0.01002155,0.010039125,0.010039125,0.010039125
1,7150,12850,0.0100217,0.0100217,0.0100217,0.010039,0.010039,0.010039
1,7200,12800,0.01002185,0.01002185,0.01002185,0.010038825,0.010038825,0.010038825
1,7250,12750,0.010022,0.010022,0.010022,0.01003865,0.010038675,0.010038675
1,7300,12700,0.01002215,0.01002215,0.01002215,0.0100385,0.010038525,0.010038525
1,7350,12650,0.0100223,0.0100223,0.0100223,0.01003835,0.010038375,0.010038375
1,7400,12600,0.010022475,0.010022475,0.010022475,0.010038225,0.01003825,0.01003825
1,7450,12550,0.0100226,0.0100226,0.0100226,0.01003805,0.010038075,0.010038075
1,7500,12500,0.01002275,0.01002275,0.01002275,0.0100379,0.0100379,0.0100379
1,750,19250,0.0100023,0.0100023,0.0100023,0.010058375,0.010058375,0.010058375
1,7550,12450,0.010022925,0.010022925,0.010022925,0.01003775,0.01003775,0.01003775
1,7600,12400,0.010023075,0.010023075,0.010023075,0.0100376,0.0100376,0.0100376
1,7650,12350,0.010023225,0.010023225,0.010023225,0.010037475,0.0100375,0.0100375
1,7700,12300,0.010023375,0.010023375,0.010023375,0.0100373,0.0100373,0.0100373
1,7750,12250,0.010023525,0.010023525,0.010023525,0.01003715,0.01003715,0.01003715
1,7800,12200,0.010023675,0.010023675,0.010023675,0.010037,0.010037,0.010037
1,7850,12150,0.010023825,0.010023825,0.010023825,0.01003685,0.01003685,0.01003685
1,7900,12100,0.010023975,0.010023975,0.010023975,0.010036725,0.010036725,0.010036725
1,7950,12050,0.010024125,0.010024125,0.010024125,0.01003655,0.01003655,0.01003655
1,8000,12000,0.010024275,0.010024275,0.010024275,0.010036375,0.0100364,0.0100364
1,800,19200,0.01000245,0.01000245,0.01000245,0.01005825,0.010058275,0.010058275
1,8050,11950,0.010024425,0.010024425,0.010024425,0.010036225,0.01003625,0.01003625
1,8100,11900,0.010024575,0.010024575,0.010024575,0.010036075,0.0100361,0.0100361
1,8150,11850,0.01002475,0.01002475,0.01002475,0.01003595,0.010035975,0.010035975
1,8200,11800,0.010024875,0.010024875,0.010024875,0.010035775,0.0100358,0.0100358
1,8250,11750,0.010025025,0.010025025,0.010025025,0.010035625,0.010035625,0.010035625
1,8300,11700,0.0100252,0.0100252,0.0100252,0.010035475,0.010035475,0.010035475
1,8350,11650,0.01002535,0.01002535,0.01002535,0.010035325,0.010035325,0.010035325
1,8400,11600,0.0100255,0.0100255,0.0100255,0.0100352,0.010035225,0.010035225
1,8450,11550,0.01002565,0.01002565,0.01002565,0.010035025,0.010035025,0.010035025
1,8500,11500,0.0100258,0.0100258,0.0100258,0.010034875,0.010034875,0.010034875
1,850,19150,0.0100026,0.0100026,0.0100026,0.010058075,0.010058075,0.010058075
1,8550,11450,0.01002595,0.01002595,0.01002595,0.010034725,0.010034725,0.010034725
1,8600,11400,0.0100261,0.0100261,0.0100261,0.010034575,0.010034575,0.010034575
1,8650,11350,0.01002625,0.01002625,0.01002625,0.01003445,0.01003445,0.01003445
1,8700,11300,0.0100264,0.0100264,0.0100264,0.010034275,0.010034275,0.010034275
1,8750,11250,0.01002655,0.01002655,0.01002655,0.0100341,0.010034125,0.010034125
1,8800,11200,0.0100267,0.0100267,0.0100267,0.01003395,0.010033975,0.010033975
1,8850,11150,0.01002685,0.01002685,0.01002685,0.0100338,0.010033825,0.010033825
1,8900,11100,0.010027025,0.010027025,0.010027025,0.010033675,0.0100337,0.0100337
1,8950,11050,0.01002715,0.01002715,0.01002715,0.0100335,0.010033525,0.010033525
1,9000,11000,0.0100273,0.0100273,0.0100273,0.01003335,0.01003335,0.01003335
1,900,19100,0.01000275,0.01000275,0.01000275,0.010057925,0.010057925,0.010057925
1,9050,10950,0.010027475,0.010027475,0.010027475,0.0100332,0.0100332,0.0100332
1,9100,10900,0.010027625,0.010027625,0.010027625,0.01003305,0.01003305,0.01003305
1,9150,10850,0.010027775,0.010027775,0.010027775,0.010032925,0.01003295,0.01003295
1,9200,10800,0.010027925,0.010027925,0.010027925,0.01003275,0.01003275,0.01003275
1,9250,10750,0.010028075,0.010028075,0.010028075,0.0100326,0.0100326,0.0100326
1,9300,10700,0.010028225,0.010028225,0.010028225,0.01003245,0.01003245,0.01003245
1,9350,10650,0.010028375,0.010028375,0.010028375,0.0100323,0.0100323,0.0100323
1,9400,10600,0.010028525,0.010028525,0.010028525,0.010032175,0.010032175,0.010032175
1,9450,10550,0.010028675,0.010028675,0.010028675,0.010032,0.010032,0.010032
1,9500,10500,0.010028825,0.010028825,0.010028825,0.010031825,0.01003185,0.01003185
1,950,19050,0.0100029,0.0100029,0.0100029,0.010057775,0.010057775,0.010057775
1,9550,10450,0.010028975,0.010028975,0.010028975,0.010031675,0.0100317,0.0100317
1,9600,10400,0.010029125,0.010029125,0.010029125,0.010031525,0.01003155,0.01003155
1,9650,10350,0.010029275,0.0100293,0.0100293,0.0100314,0.010031425,0.010031425
1,9700,10300,0.010029425,0.010029425,0.010029425,0.010031225,0.01003125,0.01003125
1,9750,10250,0.010029575,0.010029575,0.010029575,0.010031075,0.010031075,0.010031075
1,9800,10200,0.01002975,0.01002975,0.01002975,0.010030925,0.010030925,0.010030925
1,9850,10150,0.0100299,0.0100299,0.0100299,0.010030775,0.010030775,0.010030775
1,9900,10100,0.01003005,0.01003005,0.01003005,0.01003065,0.010030675,0.010030675
1,9950,10050,0.0100302,0.0100302,0.0100302,0.010030475,0.010030475,0.010030475
1,1000,21000,0.01000305,0.01000305,0.01000305,0.0100637,0.0,0.0
1,100,20100,0.010000325,0.010000325,0.010000325,0.010060975,0.0,0.0
1,1050,21050,0.0100032,0.0100032,0.0100032,0.01006385,0.010178525,0.0
1,1100,21100,0.01000335,0.01000335,0.01000335,0.010064025,0.0,0.0
1,1150,21150,0.0100035,0.0100035,0.0100035,0.01006415,0.0101779,0.0
1,1200,21200,0.01000365,0.01000365,0.01000365,0.0100643,0.010177575,0.0
1,1250,21250,0.0100038,0.0100038,0.0100038,0.01006445,0.010177275,0.0
1,1300,21300,0.01000395,0.01000395,0.01000395,0.0100646,0.010176975,0.0
1,1350,21350,0.010004125,0.010004125,0.010004125,0.010064775,0.0,0.0
1,1400,21400,0.01000425,0.01000425,0.01000425,0.0100649,0.01017635,0.0
1,1450,21450,0.0100044,0.0100044,0.0100044,0.010065075,0.0,0.0
1,1500,21500,0.010004575,0.010004575,0.010004575,0.010065225,0.010175725,0.0
1,150,20150,0.010000475,0.010000475,0.010000475,0.010061125,0.0,0.0
1,1550,21550,0.010004725,0.010004725,0.010004725,0.010065375,0.0,0.0
1,1600,21600,0.010004875,0.010004875,0.010004875,0.010065525,0.0,0.0
1,1650,21650,0.010005025,0.010005025,0.010005025,0.010065675,0.0,0.0
1,1700,21700,0.010005175,0.010005175,0.010005175,0.010065825,0.0,0.0
1,1750,21750,0.010005325,0.010005325,0.010005325,0.010065975,0.0,0.0
1,1800,21800,0.010005475,0.010005475,0.010005475,0.010066125,0.0,0.0
1,1850,21850,0.010005625,0.010005625,0.010005625,0.0100663,0.0,0.0
1,1900,21900,0.010005775,0.010005775,0.010005775,0.010066425,0.0,0.0
1,1950,21950,0.010005925,0.010005925,0.010005925,0.010066575,0.010127875,0.0
1,2000,22000,0.010006075,0.010006075,0.010006075,0.010066725,0.0,0.0
1,200,20200,0.010000625,0.010000625,0.010000625,0.010061275,0.0,0.0
1,2050,22050,0.010006225,0.010006225,0.010006225,0.010066875,0.010128175,0.0
1,2100,22100,0.0100064,0.0100064,0.0100064,0.01006705,0.0,0.0
1,2150,22150,0.010006525,0.010006525,0.010006525,0.010067175,0.01012845,0.0
1,2200,22200,0.010006675,0.010006675,0.010006675,0.010067325,0.0101286,0.0101286
1,2250,22250,0.01000685,0.01000685,0.01000685,0.0100675,0.01012875,0.0
1,2300,22300,0.010007,0.010007,0.010007,0.01006765,0.0101289,0.0101289
1,2350,22350,0.01000715,0.01000715,0.01000715,0.0100678,0.0,0.0
1,2400,22400,0.0100073,0.0100073,0.0100073,0.01006795,0.010129175,0.0101292
1,2450,22450,0.01000745,0.01000745,0.01000745,0.0100681,0.010129325,0.010129325
1,2500,22500,0.0100076,0.0100076,0.0100076,0.01006825,0.010129475,0.010129475
1,250,20250,0.010000775,0.010000775,0.010000775,0.010061425,0.0,0.0
1,2550,22550,0.01000775,0.01000775,0.01000775,0.0100684,0.010129625,0.010129625
1,2600,22600,0.0100079,0.0100079,0.0100079,0.010068575,0.0,0.0
1,2650,22650,0.01000805,0.01000805,0.01000805,0.0100687,0.0101299,0.0101299
1,2700,22700,0.0100082,0.0100082,0.0100082,0.01006885,0.01013005,0.01013005
1,2750,22750,0.01000835,0.01000835,0.01000835,0.010069,0.0101302,0.0101302
1,2800,22800,0.0100085,0.0100085,0.0100085,0.01006915,0.01013035,0.01013035
1,2850,22850,0.01000865,0.010008675,0.010008675,0.010069325,0.0,0.0
1,2900,22900,0.0100088,0.0100088,0.0100088,0.01006945,0.010130625,0.010130625
1,2950,22950,0.01000895,0.01000895,0.01000895,0.0100696,0.010130775,0.010130775
1,3000,23000,0.010009125,0.010009125,0.010009125,0.010069775,0.010130925,0.010130925
1,300,20300,0.010000925,0.010000925,0.010000925,0.010061575,0.01024695,0.01024695
1,3050,23050,0.010009275,0.010009275,0.010009275,0.010069925,0.010131075,0.010131075
1,3100,23100,0.010009425,0.010009425,0.010009425,0.010070075,0.0,0.0
1,3150,23150,0.010009575,0.010009575,0.010009575,0.010070225,0.010131375,0.010131375
1,3200,23200,0.010009725,0.010009725,0.010009725,0.010070375,0.010131525,0.010131525
1,3250,23250,0.010009875,0.010009875,0.010009875,0.010070525,0.01013165,0.01013165
1,3300,23300,0.010010025,0.010010025,0.010010025,0.010070675,0.0101318,0.0101318
1,3350,23350,0.010010175,0.010010175,0.010010175,0.01007085,0.0,0.0
1,3400,23400,0.010010325,0.010010325,0.010010325,0.010070975,0.0101321,0.0101321
1,3450,23450,0.010010475,0.010010475,0.010010475,0.010071125,0.01013225,0.01013225
1,3500,23500,0.010010625,0.010010625,0.010010625,0.010071275,0.0101324,0.0101324
1,350,20350,0.010001075,0.010001075,0.010001075,0.010061725,0.0101831,0.0101831
1,3550,23550,0.010010775,0.010010775,0.010010775,0.010071425,0.01013255,0.01013255
1,3600,23600,0.010010925,0.01001095,0.01001095,0.0100716,0.0,0.0
1,3650,23650,0.010011075,0.010011075,0.010011075,0.010071725,0.010132825,0.01013285
1,3700,23700,0.010011225,0.010011225,0.010011225,0.010071875,0.010132975,0.010133
1,3750,23750,0.010011375,0.0100114,0.0100114,0.01007205,0.010133125,0.010133125
1,3800,23800,0.01001155,0.01001155,0.01001155,0.0100722,0.010133275,0.010133275
1,3850,23850,0.0100117,0.0100117,0.0100117,0.01007235,0.0,0.0
1,3900,23900,0.01001185,0.01001185,0.01001185,0.0100725,0.010133575,0.010133575
1,3950,23950,0.010012,0.010012,0.010012,0.01007265,0.010133725,0.010133725
1,4000,24000,0.01001215,0.01001215,0.01001215,0.0100728,0.010133875,0.010133875
1,400,20400,0.010001225,0.010001225,0.010001225,0.010061875,0.01024655,0.01024655
1,4050,24050,0.0100123,0.0100123,0.0100123,0.01007295,0.010134025,0.010134025
1,4100,24100,0.01001245,0.01001245,0.01001245,0.010073125,0.0,0.0
1,4150,24150,0.0100126,0.0100126,0.0100126,0.01007325,0.010134325,0.010134325
1,4200,24200,0.01001275,0.01001275,0.01001275,0.0100734,0.010134475,0.010134475
1,4250,24250,0.0100129,0.0100129,0.0100129,0.01007355,0.0101346,0.0101346
1,4300,24300,0.01001305,0.01001305,0.01001305,0.0100737,0.01013475,0.01013475
1,4350,24350,0.0100132,0.010013225,0.010013225,0.010073875,0.0,0.0
1,4400,24400,0.01001335,0.01001335,0.01001335,0.010074,0.01013505,0.01013505
1,4450,24450,0.0100135,0.0100135,0.0100135,0.01007415,0.0101352,0.0101352
1,4500,24500,0.01001365,0.010013675,0.010013675,0.010074325,0.01013535,0.01013535
1,450,20450,0.010001375,0.010001375,0.010001375,0.010062025,0.010246225,0.010246225
1,4550,24550,0.010013825,0.010013825,0.010013825,0.010074475,0.0101355,0.0101355
1,4600,24600,0.010013975,0.010013975,0.010013975,0.010074625,0.0,0.0
1,4650,24650,0.010014125,0.010014125,0.010014125,0.010074775,0.0101358,0.0101358
1,4700,24700,0.010014275,0.010014275,0.010014275,0.010074925,0.01013595,0.01013595
1,4750,24750,0.010014425,0.010014425,0.010014425,0.010075075,0.0101361,0.0101361
1,4800,24800,0.010014575,0.010014575,0.010014575,0.010075225,0.01013625,0.01013625
1,4850,24850,0.010014725,0.010014725,0.010014725,0.0100754,0.0,0.0
1,4900,24900,0.010014875,0.010014875,0.010014875,0.010075525,0.01013655,0.01013655
1,4950,24950,0.010015025,0.010015025,0.010015025,0.010075675,0.0101367,0.0101367
1,5000,25000,0.010015175,0.010015175,0.010015175,0.010075825,0.01013685,0.01013685
1,500,20500,0.010001525,0.010001525,0.010001525,0.010062175,0.0,0.0
1,5050,25050,0.010015325,0.010015325,0.010015325,0.010075975,0.010137,0.010137
1,50,20050,0.010000175,0.010000175,0.010000175,0.010060825,0.0,0.0
1,5100,25100,0.010015475,0.0100155,0.0100155,0.01007615,0.0,0.0
1,5150,25150,0.010015625,0.010015625,0.010015625,0.010076275,0.010137275,0.010137275
1,5200,25200,0.010015775,0.010015775,0.010015775,0.010076425,0.010137425,0.01013745
1,5250,25250,0.010015925,0.01001595,0.01001595,0.0100766,0.010137575,0.010137575
1,5300,25300,0.0100161,0.0100161,0.0100161,0.01007675,0.010137725,0.010137725
1,5350,25350,0.01001625,0.01001625,0.01001625,0.0100769,0.0,0.0
1,5400,25400,0.0100164,0.0100164,0.0100164,0.01007705,0.010138025,0.010138025
1,5450,25450,0.01001655,0.01001655,0.01001655,0.0100772,0.0101657,0.010138175
1,5500,25500,0.0100167,0.0100167,0.0100167,0.01007735,0.010138325,0.010138325
1,550,20550,0.010001675,0.010001675,0.010001675,0.010062325,0.0,0.0
1,5550,25550,0.01001685,0.01001685,0.01001685,0.010077525,0.0,0.0
1,5600,25600,0.010017,0.010017,0.010017,0.01007765,0.010138625,0.010138625
1,5650,25650,0.01001715,0.01001715,0.01001715,0.0100778,0.010138775,0.010138775
1,5700,25700,0.0100173,0.0100173,0.0100173,0.01007795,0.010138925,0.010138925
1,5750,25750,0.01001745,0.01001745,0.01001745,0.0100781,0.010139075,0.010139075
1,5800,25800,0.0100176,0.010017625,0.010017625,0.010078275,0.0,0.0
1,5850,25850,0.01001775,0.01001775,0.01001775,0.0100784,0.010139375,0.010139375
1,5900,25900,0.0100179,0.0100179,0.0100179,0.01007855,0.010139525,0.010139525
1,5950,25950,0.01001805,0.01001805,0.01001805,0.0100787,0.010139675,0.010139675
1,6000,26000,0.0100182,0.010018225,0.010018225,0.010078875,0.010139825,0.010139825
1,600,20600,0.01000185,0.01000185,0.01000185,0.0100625,0.0,0.0
1,6050,26050,0.010018375,0.010018375,0.010018375,0.010079025,0.0,0.0
1,6100,26100,0.010018525,0.010018525,0.010018525,0.010079175,0.010140125,0.010140125
1,6150,26150,0.010018675,0.010018675,0.010018675,0.010079325,0.010140275,0.010140275
1,6200,26200,0.010018825,0.010018825,0.010018825,0.010079475,0.010140425,0.010140425
1,6250,26250,0.010018975,0.010018975,0.010018975,0.010079625,0.010140575,0.010140575
1,6300,26300,0.010019125,0.010019125,0.010019125,0.0100798,0.0,0.0
1,6350,26350,0.010019275,0.010019275,0.010019275,0.010079925,0.010140875,0.010140875
1,6400,26400,0.010019425,0.010019425,0.010019425,0.010080075,0.010141025,0.010141025
1,6450,26450,0.010019575,0.010019575,0.010019575,0.010080225,0.010141175,0.010141175
