Index,phase,distance_node_4,distance_node_7,Time_4_1,Time_4_2,Time_4_3,Time_7_1,Time_7_2,Time_7_3
47,1,3050,16950,0.010009275,0.010009275,0.010009275,0.010051425,0.01005145,0.01005145
48,1,3100,16900,0.010009425,0.010009425,0.010009425,0.01005125,0.01005125,0.01005125
49,1,3150,16850,0.010009575,0.010009575,0.010009575,0.0100511,0.0100511,0.0100511
50,1,3200,16800,0.010009725,0.010009725,0.010009725,0.01005095,0.01005095,0.01005095
51,1,3250,16750,0.010009875,0.010009875,0.010009875,0.0100508,0.0100508,0.0100508
52,1,3300,16700,0.010010025,0.010010025,0.010010025,0.010050675,0.0100507,0.0100507
53,1,3350,16650,0.010010175,0.010010175,0.010010175,0.0100505,0.0100505,0.0100505
54,1,3400,16600,0.010010325,0.010010325,0.010010325,0.01005035,0.01005035,0.01005035
55,1,3450,16550,0.010010475,0.010010475,0.010010475,0.0100502,0.0100502,0.0100502
56,1,3500,16500,0.010010625,0.010010625,0.010010625,0.010050025,0.01005005,0.01005005
57,1,350,19650,0.010001075,0.010001075,0.010001075,0.0100596,0.0100596,0.0100596
58,1,3550,16450,0.010010775,0.0100108,0.0100108,0.0100499,0.010049925,0.010049925
59,1,3600,16400,0.010010925,0.010010925,0.010010925,0.010049725,0.01004975,0.01004975
60,1,3650,16350,0.010011075,0.010011075,0.010011075,0.010049575,0.010049575,0.010049575
61,1,3700,16300,0.010011225,0.010011225,0.010011225,0.010049425,0.01004945,0.01004945
62,1,3750,16250,0.010011375,0.0100114,0.0100114,0.010049275,0.010049275,0.010049275
63,1,3800,16200,0.01001155,0.01001155,0.01001155,0.01004915,0.010049175,0.010049175
64,1,3850,16150,0.0100117,0.0100117,0.0100117,0.010048975,0.010048975,0.010048975
65,1,3900,16100,0.01001185,0.01001185,0.01001185,0.010048825,0.010048825,0.010048825
66,1,3950,16050,0.010012,0.010012,0.010012,0.010048675,0.010048675,0.010048675
67,1,4000,16000,0.01001215,0.01001215,0.01001215,0.010048525,0.010048525,0.010048525
68,1,400,19600,0.010001225,0.010001225,0.010001225,0.010059425,0.01005945,0.01005945
69,1,4050,15950,0.0100123,0.0100123,0.0100123,0.0100484,0.010048425,0.010048425
70,1,4100,15900,0.01001245,0.01001245,0.01001245,0.010048225,0.010048225,0.010048225
71,1,4150,15850,0.0100126,0.0100126,0.0100126,0.010048075,0.010048075,0.010048075
72,1,4200,15800,0.01001275,0.01001275,0.01001275,0.010047925,0.010047925,0.010047925
73,1,4250,15750,0.0100129,0.0100129,0.0100129,0.01004775,0.010047775,0.010047775
74,1,4300,15700,0.01001305,0.010013075,0.010013075,0.010047625,0.01004765,0.01004765
75,1,4350,15650,0.0100132,0.0100132,0.0100132,0.01004745,0.010047475,0.010047475
76,1,4400,15600,0.01001335,0.01001335,0.01001335,0.0100473,0.0100473,0.0100473
77,1,4450,15550,0.0100135,0.0100135,0.0100135,0.01004715,0.010047175,0.010047175
78,1,4500,15500,0.01001365,0.010013675,0.010013675,0.010047,0.010047,0.010047
79,1,450,19550,0.010001375,0.010001375,0.010001375,0.010059275,0.0100593,0.0100593
80,1,4550,15450,0.010013825,0.010013825,0.010013825,0.010046875,0.0100469,0.0100469
81,1,4600,15400,0.010013975,0.010013975,0.010013975,0.0100467,0.0100467,0.0100467
82,1,4650,15350,0.010014125,0.010014125,0.010014125,0.01004655,0.01004655,0.01004655
83,1,4700,15300,0.010014275,0.010014275,0.010014275,0.0100464,0.0100464,0.0100464
84,1,4750,15250,0.010014425,0.010014425,0.010014425,0.01004625,0.01004625,0.01004625
85,1,4800,15200,0.010014575,0.010014575,0.010014575,0.010046125,0.01004615,0.01004615
86,1,4850,15150,0.010014725,0.010014725,0.010014725,0.01004595,0.01004595,0.01004595
87,1,4900,15100,0.010014875,0.010014875,0.010014875,0.0100458,0.0100458,0.0100458
88,1,4950,15050,0.010015025,0.010015025,0.010015025,0.01004565,0.01004565,0.01004565
89,1,5000,15000,0.010015175,0.010015175,0.010015175,0.010045475,0.0100455,0.0100455
90,1,500,19500,0.010001525,0.010001525,0.010001525,0.010059125,0.01005915,0.01005915
91,1,5050,14950,0.010015325,0.01001535,0.01001535,0.01004535,0.010045375,0.010045375
92,1,50,19950,0.010000175,0.010000175,0.010000175,0.0100605,0.010060525,0.010060525
93,1,5100,14900,0.010015475,0.010015475,0.010015475,0.010045175,0.0100452,0.0100452
94,1,5150,14850,0.010015625,0.010015625,0.010015625,0.010045025,0.010045025,0.010045025
95,1,5200,14800,0.010015775,0.010015775,0.010015775,0.010044875,0.0100449,0.0100449
96,1,5250,14750,0.010015925,0.01001595,0.01001595,0.010044725,0.010044725,0.010044725
97,1,5300,14700,0.0100161,0.0100161,0.0100161,0.0100446,0.010044625,0.010044625
98,1,5350,14650,0.01001625,0.01001625,0.01001625,0.010044425,0.010044425,0.010044425
99,1,5400,14600,0.0100164,0.0100164,0.0100164,0.010044275,0.010044275,0.010044275
100,1,5450,14550,0.01001655,0.01001655,0.01001655,0.010044125,0.01004415,0.01004415
101,1,5500,14500,0.0100167,0.0100167,0.0100167,0.010043975,0.010044,0.010044
102,1,550,19450,0.010001675,0.0100017,0.0100017,0.010059,0.010059025,0.010059025
103,1,5550,14450,0.01001685,0.01001685,0.01001685,0.010043825,0.01004385,0.01004385
104,1,5600,14400,0.010017,0.010017,0.010017,0.010043675,0.010043675,0.010043675
105,1,5650,14350,0.01001715,0.01001715,0.01001715,0.010043525,0.01004355,0.01004355
106,1,5700,14300,0.0100173,0.0100173,0.0100173,0.010043375,0.010043375,0.010043375
107,1,5750,14250,0.01001745,0.01001745,0.01001745,0.0100432,0.010043225,0.010043225
108,1,5800,14200,0.0100176,0.0100176,0.0100176,0.01004305,0.010043075,0.010043075
109,1,5850,14150,0.01001775,0.01001775,0.01001775,0.0100429,0.010042925,0.010042925
110,1,5900,14100,0.010017925,0.010017925,0.010017925,0.010042775,0.0100428,0.0100428
111,1,5950,14050,0.01001805,0.01001805,0.01001805,0.0100426,0.010042625,0.010042625
112,1,6000,14000,0.0100182,0.0100182,0.0100182,0.01004245,0.01004245,0.01004245
