phase,distance_node_4,distance_node_7,Time_4_1,Time_4_2,Time_4_3,Time_7_1,Time_7_2,Time_7_3
3,25156,5156,0.0101373,0.0104659,0.0100763,0.01001565,0.01001565,0.01001565
3,25235,5235,0.010137525,0.0104664,0.01007655,0.0100159,0.0100159,0.0100159
3,25281,5281,0.0,0.0,0.0100767,0.010016025,0.010016025,0.010016025
3,25288,5288,0.0101377,0.0101377,0.0100767,0.01001605,0.01001605,0.01001605
3,20529,529,0.0,0.0,0.010062275,0.010001625,0.010001625,0.010001625
3,25300,5300,0.010137725,0.0104668,0.01007675,0.0100161,0.0100161,0.0100161
3,20536,536,0.0,0.0102474,0.0100623,0.01000165,0.01000165,0.01000165
3,25379,5379,0.01013795,0.0104673,0.010076975,0.010016325,0.010016325,0.010016325
3,25425,5425,0.0,0.0,0.010077125,0.010016475,0.010016475,0.010016475
3,25432,5432,0.010138125,0.010138125,0.01007715,0.0100165,0.0100165,0.0100165
3,25444,5444,0.01013815,0.010467675,0.010077175,0.010016525,0.010016525,0.010016525
3,20548,548,0.0,0.0,0.010062325,0.010001675,0.010001675,0.010001675
3,25523,5523,0.0101384,0.010198825,0.010077425,0.010016775,0.010016775,0.010016775
3,25569,5569,0.010399175,0.0,0.010077575,0.0100169,0.0100169,0.0100169
3,25576,5576,0.01013855,0.01013855,0.010077575,0.010016925,0.010016925,0.010016925
3,25588,5588,0.010138575,0.010199025,0.010077625,0.010016975,0.010016975,0.010016975
3,25667,5667,0.010138825,0.01019925,0.01007785,0.0100172,0.0100172,0.0100172
3,25713,5713,0.0103983,0.0,0.010078,0.01001735,0.01001735,0.01001735
3,25720,5720,0.010139,0.010138975,0.010078025,0.010017375,0.010017375,0.010017375
3,25732,5732,0.010139,0.01019945,0.01007805,0.0100174,0.0100174,0.0100174
3,25811,5811,0.01013925,0.010164625,0.0100783,0.01001765,0.01001765,0.01001765
3,25857,5857,0.0103974,0.0,0.01007845,0.010017775,0.010017775,0.010017775
3,25864,5864,0.010139425,0.0101394,0.01007845,0.0100178,0.0100178,0.0100178
3,25876,5876,0.01013945,0.010164425,0.0100785,0.01001785,0.01001785,0.010017825
3,25955,5955,0.010139675,0.0101642,0.010078725,0.010018075,0.010018075,0.010018075
3,26001,6001,0.0103965,0.0,0.010078875,0.010018225,0.010018225,0.010018225
3,26008,6008,0.01013985,0.010139825,0.0100789,0.010018225,0.010018225,0.010018225
3,26020,6020,0.010139875,0.010200325,0.010078925,0.010018275,0.010018275,0.010018275
3,26099,6099,0.0101401,0.01020055,0.010079175,0.010018525,0.010018525,0.010018525
3,26145,6145,0.010395625,0.0,0.0100793,0.01001865,0.01001865,0.01001865
3,26152,6152,0.010140275,0.010140275,0.010079325,0.010018675,0.010018675,0.010018675
3,26164,6164,0.0101403,0.01020075,0.010079375,0.0100187,0.0100187,0.0100187
3,26243,6243,0.010140525,0.010201,0.0100796,0.01001895,0.01001895,0.01001895
3,20627,627,0.0,0.0,0.010062575,0.010001925,0.010001925,0.010001925
3,26289,6289,0.010394725,0.0,0.01007975,0.0100191,0.0100191,0.0100191
3,26296,6296,0.0101407,0.0101407,0.01007975,0.0100191,0.0100191,0.0100191
3,26308,6308,0.010140725,0.0102012,0.0100798,0.01001915,0.01001915,0.01001915
3,26387,6387,0.010140975,0.010201425,0.01008005,0.0100194,0.0100194,0.010019375
3,26433,6433,0.01039385,0.0,0.010080175,0.010019525,0.010019525,0.010019525
3,26440,6440,0.01014115,0.010141125,0.0100802,0.01001955,0.01001955,0.01001955
3,26452,6452,0.01014115,0.010201625,0.01008025,0.010019575,0.010019575,0.010019575
3,26531,6531,0.0101414,0.010201875,0.010080475,0.010019825,0.010019825,0.010019825
3,26577,6577,0.01039295,0.0,0.010080625,0.010019975,0.010019975,0.010019975
3,26584,6584,0.010141575,0.010101375,0.010080625,0.010019975,0.010019975,0.010019975
3,26596,6596,0.0101416,0.01020205,0.010080675,0.010020025,0.010020025,0.010020025
